jd,jd_norm,UTC
59443.61615000013,1112.195250000339,2021-08-17 14:47:15.360
59446.60815999983,1115.1872600000352,2021-08-20 14:35:45.024
59448.37560999999,1116.9547100001946,2021-08-22 09:00:52.704
59454.358709999826,1122.9378100000322,2021-08-28 08:36:32.544
59456.095770000014,1124.6748700002208,2021-08-30 02:17:54.528
59456.36725000013,1124.946350000333,2021-08-30 08:48:50.400
59465.08608999988,1133.665190000087,2021-09-08 02:03:58.176
59466.075329999905,1134.6544300001115,2021-09-09 01:48:28.512
59467.330480000004,1135.9095800002106,2021-09-10 07:55:53.472
59469.039249999914,1137.6183500001207,2021-09-12 00:56:31.200
59470.322050000075,1138.9011500002816,2021-09-13 07:43:45.120
59472.322879999876,1140.9019800000824,2021-09-15 07:44:56.832
59473.45136999991,1142.0304700001143,2021-09-16 10:49:58.368
59475.06110000005,1143.6402000002563,2021-09-18 01:27:59.040
59477.28226999985,1145.861370000057,2021-09-20 06:46:28.128
59482.073350000195,1150.6524500004016,2021-09-25 01:45:37.440
59483.32677000016,1151.9058700003661,2021-09-26 07:50:32.928
59484.09238999989,1152.6714900000952,2021-09-27 02:13:02.496
59484.270450000186,1152.849550000392,2021-09-27 06:29:26.880
59486.30543000018,1154.8845300003886,2021-09-29 07:19:49.152
59487.41563999979,1155.9947399999946,2021-09-30 09:58:31.296
59490.333339999896,1158.912440000102,2021-10-03 08:00:00.576
59491.26709999982,1159.846200000029,2021-10-04 06:24:37.440
59492.3281899998,1160.9072900000028,2021-10-05 07:52:35.616
59495.46579999989,1164.0449000000954,2021-10-08 11:10:45.120
59496.50149000017,1165.080590000376,2021-10-09 12:02:08.736
59498.24500000011,1166.8241000003181,2021-10-11 05:52:48.000
59501.46670999983,1170.0458100000396,2021-10-14 11:12:03.744
59502.05941999983,1170.6385200000368,2021-10-15 01:25:33.888
59502.324940000195,1170.9040400004014,2021-10-15 07:47:54.816
59503.3350399998,1171.914140000008,2021-10-16 08:02:27.456
59503.336769999936,1171.9158700001426,2021-10-16 08:04:56.928
59505.218030000106,1173.7971300003119,2021-10-18 05:13:57.792
59506.26763000013,1174.8467300003394,2021-10-19 06:25:23.232
59508.56417000014,1177.1432700003497,2021-10-21 13:32:24.288
59510.37032999983,1178.949430000037,2021-10-23 08:53:16.512
59511.9537800001,1180.5328800003044,2021-10-24 22:53:26.592
59512.31863000011,1180.897730000317,2021-10-25 07:38:49.632
59513.30880000023,1181.887900000438,2021-10-26 07:24:40.320
59514.29816999985,1182.8772700000554,2021-10-27 07:09:21.888
59516.507710000034,1185.0868100002408,2021-10-29 12:11:06.144
59519.19271000009,1187.7718100002967,2021-11-01 04:37:30.144
59521.41021999996,1189.989320000168,2021-11-03 09:50:43.008
59523.300210000016,1191.8793100002222,2021-11-05 07:12:18.144
59524.91025000019,1193.4893500003964,2021-11-06 21:50:45.600
59526.154229999986,1194.733330000192,2021-11-08 03:42:05.472
59526.56687000021,1195.1459700004198,2021-11-08 13:36:17.568
59528.263499999885,1196.842600000091,2021-11-10 06:19:26.400
59529.40958000021,1197.988680000417,2021-11-11 09:49:47.712
59534.40510000009,1202.9842000002973,2021-11-16 09:43:20.640
59534.96608999977,1203.5451899999753,2021-11-16 23:11:10.176
59537.927319999784,1206.5064199999906,2021-11-19 22:15:20.448
59539.38254000014,1207.9616400003433,2021-11-21 09:10:51.456
59540.10776000004,1208.686860000249,2021-11-22 02:35:10.464
